sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.48478,-0.49951,-0.53229,-0.55748,-0.57173,-0.57174,-0.57174,-0.57174,-0.57174,-0.57174
-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.52174,-0.58079,-0.65217,-0.65217,-0.65217,-0.65217,-0.65217,-0.65217,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348,-0.64348
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956,-0.16956
0.12228,0.12228,0.12228,0.12228,0.12228,0.12228,0.12228,0.12228,0.12228,0.12228,0.12228,0.12228,0.12228,0.12228,0.12228,0.12228,0.12228,0.2322,0.28078,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.28323,0.34546,0.35283,0.35283,0.35283,0.35283,0.35283,0.35283,0.35283,0.35283,0.35283,0.35283,0.35283,0.35283,0.35283,0.35283,0.35283
-0.29348,-0.30217,-0.29975,-0.28458,-0.27738,-0.26739,-0.26224,-0.25109,-0.23696,-0.2587,-0.26493,-0.27499,-0.28927,-0.29348,-0.28296,-0.29381,-0.28827,-0.27947,-0.29308,-0.27562,-0.26135,-0.26424,-0.27609,-0.27247,-0.25461,-0.26805,-0.28913,-0.2758,-0.24747,-0.2413,-0.23663,-0.23261,-0.24445,-0.2753,-0.25259,-0.23696,-0.20178,-0.19457,-0.18302,-0.19374,-0.20406,-0.20055,-0.20217,-0.1889,-0.18113,-0.17075,-0.1587,-0.1413,-0.15988,-0.19394,-0.2099,-0.22431,-0.23476,-0.24306,-0.25488,-0.26616,-0.27771,-0.27567,-0.26968,-0.27539
-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2
-0.21739,-0.20936,-0.13913,-0.15652,-0.073148,-0.051449,0.039201,0.043478,0.043429,-0.047486,-0.13013,-0.17801,-0.21274,-0.18319,-0.078644,-0.078261,-0.11658,-0.028235,0.051249,0.056337,0.1166,0.11739,0.072421,-0.18786,-0.09518,0.12884,0.025494,0.064568,0.14299,0.14348,0.12073,0.10983,0.1087,-0.072694,-0.15366,-0.0010003,-0.054998,0.022876,0.1098,0.12089,0.11476,0.11304,0.11304,-0.016307,-0.12454,-0.16325,-0.16522,-0.16522,0.091461,0.11304,0.11304,0.11304,-0.019574,-0.03913,-0.060274,-0.11304,-0.12314,-0.17337,-0.20237,-0.20435
-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.50435,-0.52231,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609
-0.10253,-0.13951,0.076562,0.14161,0.19075,0.18746,0.27935,0.33279,0.37687,0.28932,0.18495,0.13248,0.29719,0.38132,0.37583,0.26118,0.49419,0.34888,0.35325,0.47075,0.32917,0.20033,0.091966,0.23685,0.12133,0.26263,0.28766,0.2397,0.40784,0.60155,0.4279,0.14791,0.10653,0.37554,0.35843,0.37949,0.39039,0.428,0.65345,0.69616,0.62435,0.51684,0.46105,0.50737,0.41764,0.47946,0.23124,0.46022,0.62738,0.43161,0.23819,0.1295,0.3453,0.31877,0.42078,0.25704,0.40146,0.57387,0.5485,0.27341
