sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696,-0.98696
-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.52609,-0.53499,-0.55217,-0.55217,-0.55217,-0.55217,-0.55217,-0.55217,-0.55217,-0.55217,-0.55217,-0.55217,-0.55217,-0.55217,-0.55217,-0.55217,-0.55217,-0.55217,-0.55217,-0.55217,-0.55217,-0.55217,-0.55217
0.20061,0.2672,0.20265,0.10197,0.25036,0.19641,0.19177,0.30228,0.21819,0.085341,0.22532,0.22665,0.15236,0.22767,0.1126,0.015803,0.14131,0.15583,0.094223,0.15562,0.096819,-0.02675,-0.099911,0.0083031,0.13467,0.11195,0.026891,0.060433,0.18223,0.20435,0.20435,0.22368,0.26262,0.25151,0.22006,0.19083,0.20495,0.24436,0.18429,0.21025,0.20913,0.099315,0.088792,0.21444,0.14537,0.20638,0.22786,0.14746,0.13595,0.19635,0.19834,0.1993,0.23044,0.17745,0.2087,0.23136,0.18238,0.25588,0.24783,0.21133
-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.41331,-0.42899,-0.43261,-0.43696,-0.43696,-0.43696,-0.43696,-0.43696,-0.43696,-0.43696
-0.16925,-0.16522,-0.16472,-0.15652,-0.14348,-0.14348,-0.13913,-0.13913,-0.13044,-0.13042,-0.11304,-0.11304,-0.11304,-0.1087,-0.1087,-0.1087,-0.10435,-0.10435,-0.12072,-0.14275,-0.19468,-0.21638,-0.22118,-0.25274,-0.32491,-0.35345,-0.35652,-0.35652,-0.36087,-0.36087,-0.36087,-0.36792,-0.36956,-0.36956,-0.36956,-0.36956,-0.36956,-0.36956,-0.36956,-0.36956,-0.36956,-0.36956,-0.37279,-0.37391,-0.37391,-0.37391,-0.37391,-0.37391,-0.37391,-0.37391,-0.38302,-0.3913,-0.40296,-0.40725,-0.41304,-0.42174,-0.42174,-0.42609,-0.43159,-0.44017
0.056522,0.056522,0.073345,0.10268,0.12404,0.14387,0.14783,0.14783,0.15217,0.15217,0.15652,0.15652,0.15652,0.16087,0.16522,0.16522,0.16956,0.16997,0.17391,0.17135,0.12948,0.099801,0.087125,0.069565,0.052408,0.043685,0.03913,0.03913,0.073675,0.090595,0.11527,0.12551,0.14561,0.15571,0.15652,0.15652,0.15652,0.15652,0.15652,0.10789,0.08817,0.093229,0.10614,0.12345,0.14944,0.1899,0.19565,0.19565,0.19565,0.19565,0.17516,0.14557,0.12344,0.11739,0.11739,0.10352,0.11762,0.14348,0.10836,0.091304
0.20652,0.20652,0.20652,0.20772,0.21087,0.21087,0.21087,0.1981,0.19783,0.20906,0.22346,0.22391,0.22278,0.21524,0.21087,0.20652,0.20652,0.20652,0.20652,0.20652,0.20652,0.21087,0.21513,0.21522,0.21522,0.21934,0.22391,0.23261,0.22829,0.21957,0.21087,0.21087,0.21087,0.21087,0.21087,0.22647,0.23401,0.24121,0.24565,0.25,0.25,0.25263,0.2587,0.2587,0.25435,0.25435,0.25435,0.25435,0.2413,0.23725,0.23696,0.23696,0.23696,0.23972,0.2413,0.24955,0.2596,0.25756,0.25003,0.2413
-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783,-0.44783
-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38198,-0.41084,-0.45309,-0.48105,-0.50006,-0.52886,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565,-0.54565
