sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
0.16211,0.12266,0.019525,0.098043,0.15156,0.19097,0.15673,0.12426,0.10986,0.1,0.1,0.096702,0.07967,0.069589,0.04955,0.026087,0.022232,0.008658,-0.018457,-0.026087,-0.036631,-0.069695,-0.078261,-0.091867,-0.11699,-0.13064,-0.14659,-0.17217,-0.19047,-0.22624,-0.23323,-0.23478,-0.23478,-0.23478,-0.23478,-0.23478,-0.23478,-0.23478,-0.23478,-0.23478,-0.23478,-0.23478,-0.23478,-0.23478,-0.23478,-0.23478,-0.23478,-0.23478,-0.23478,-0.23478,-0.23478,-0.23886,-0.25652,-0.25652,-0.25652,-0.25652,-0.25652,-0.25652,-0.25652,-0.25652
0.3913,0.39361,0.41304,0.41304,0.41304,0.41304,0.41304,0.41304,0.41304,0.41304,0.41304,0.41304,0.41304,0.41304,0.41304,0.41304,0.41304,0.41304,0.41304,0.41304,0.41304,0.41304,0.40682,0.3598,0.34348,0.34348,0.34348,0.34348,0.34348,0.34348,0.34348,0.34348,0.34348,0.34348,0.34348,0.34348,0.34348,0.34348,0.34348,0.34348,0.34348,0.34348,0.34348,0.34348,0.34348,0.34348,0.24767,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044
0.36522,0.38558,0.3913,0.3913,0.408,0.4087,0.41658,0.41739,0.41739,0.41739,0.41304,0.37473,0.35843,0.31955,0.26374,0.24239,0.23531,0.23478,0.21739,0.31996,0.36269,0.41064,0.3769,0.32609,0.33296,0.40196,0.46999,0.48261,0.48696,0.48696,0.48696,0.48696,0.49451,0.49565,0.47227,0.4417,0.43044,0.43044,0.4,0.4,0.4,0.4,0.36494,0.28731,0.20745,0.157,0.10932,0.054908,0.043478,0.035678,-0.08439,-0.091304,-0.10435,-0.10435,-0.094518,-0.051532,-0.034783,-0.030435,-0.042009,-0.17693
-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739,-0.41739
0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261,0.28261
0.02186,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.026087,0.013043,0.013043,0.013043,0.013043,0.013043,0.013043,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391
0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,0.23044,-0.013521,-0.40882,-0.36956,-0.36956,-0.36956,-0.36956,-0.36956,-0.36956,-0.36956,-0.36956,-0.36956,-0.36956,-0.36956,-0.36956,-0.36956,-0.36956,-0.36956
0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826,0.097826
0.22174,0.23523,0.24418,0.25245,0.26087,0.26522,0.26549,0.27391,0.27886,0.29133,0.29565,0.3087,0.31301,0.31728,0.3217,0.33032,0.34344,0.39937,0.46775,0.47804,0.48696,0.48696,0.48696,0.48696,0.48696,0.48696,0.47906,0.47826,0.44745,0.46376,0.46522,0.46522,0.46522,0.46522,0.46522,0.46522,0.46522,0.48048,0.46522,0.46522,0.46522,0.46522,0.45652,0.39605,0.34,0.28428,0.26758,0.23577,0.23044,0.23044,0.23044,0.23044,0.22319,0.22174,0.22174,0.22174,0.2087,0.2087,0.2087,0.20163
0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087
