sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
0.25678,0.21166,0.17183,0.26593,0.19833,0.31475,0.36809,0.39198,0.43519,0.44823,0.44855,0.48929,0.45777,0.48733,0.44673,0.50783,0.52683,0.5358,0.60453,0.55019,0.55563,0.52597,0.5346,0.52312,0.51477,0.4699,0.47809,0.50308,0.52797,0.54373,0.522,0.50143,0.45433,0.45761,0.45692,0.46794,0.4656,0.49219,0.47944,0.48817,0.47429,0.47429,0.47429,0.45853,0.44019,0.41781,0.41781,0.40043,0.40043,0.40043,0.40043,0.39634,0.3874,0.3874,0.23112,0.068543,-0.034033,-0.10815,-0.13396,-0.13396
0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304,0.51304
0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483,0.24483
-0.31879,-0.30652,-0.28913,-0.28043,-0.27978,-0.26543,-0.25,-0.24443,-0.23149,-0.22336,-0.21099,-0.17993,-0.15,-0.14954,-0.13261,-0.13137,-0.11833,-0.10652,-0.092644,-0.084783,-0.071739,-0.06616,-0.045437,-0.032609,-0.032609,-0.019565,-0.014093,0.011472,0.024776,0.041853,0.063043,0.076363,0.089447,0.11522,0.11556,0.13261,0.13274,0.14565,0.1587,0.1587,0.22634,0.21957,0.22763,0.23661,0.24532,0.26209,0.27499,0.28478,0.28478,0.27174,0.27174,0.27174,0.27174,0.26347,0.26304,0.26739,0.27903,0.27658,0.27609,0.27609
0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174,0.72174
-0.067391,-0.067391,-0.067391,-0.067391,-0.067391,-0.067391,-0.064783,-0.063043,-0.058696,-0.058696,-0.055346,-0.043324,-0.035562,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913,-0.023913
0.004348,0.004348,0.004348,2.8349e-05,-0.008696,-0.008696,-0.008696,-0.008696,-0.008696,-0.008696,-0.008696,-0.008696,-0.008696,-0.008696,-0.008696,-0.008696,-0.008696,-0.008696,-0.008696,-0.008696,-0.008696,-0.008696,-0.013043,-0.019786,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.028669,-0.030435,-0.030435,-0.030435
-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739,-0.56739
-0.0036632,-0.010809,-0.026106,0.0049505,0.00047517,0.015053,0.036088,0.084108,0.033552,0.084737,0.057491,0.043852,0.024489,0.071377,0.055837,0.069117,0.065236,0.061864,0.070242,0.054606,0.087388,0.083413,0.07332,0.14123,0.14073,0.12316,0.1235,0.1416,0.16108,0.153,0.1413,0.12548,0.17248,0.12602,0.12043,0.09643,0.075384,0.1076,0.11915,0.12456,0.098086,0.1516,0.15721,0.14009,0.13804,0.14961,0.14183,0.14499,0.1556,0.16739,0.16739,0.15614,0.080472,-0.035143,-0.035899,-0.1344,-0.13782,-0.20612,-0.25916,-0.22991
-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53478,-0.53913,-0.53913,-0.54348,-0.54348,-0.54348,-0.54348,-0.54348,-0.54348,-0.54348,-0.54348,-0.54348,-0.54348
