sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087,0.31087
0.16304,0.16304,0.16304,0.22171,0.28368,0.3149,0.33152,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.3413,0.32082,0.3132,0.31087,0.31072,0.30652,0.30652,0.30652,0.30652,0.30652,0.30652,0.30652,0.30652,0.30652,0.30652,0.30652,0.30652,0.30652,0.30652,0.30652,0.30652,0.30652,0.30575,0.30217,0.30217,0.30217,0.30217,0.30217,0.30217
0.049588,0.074359,0.079836,0.099173,0.10652,0.1103,0.11087,0.11087,0.11087,0.11957,0.12338,0.12826,0.13594,0.1413,0.1413,0.14501,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.14565,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.026087,-0.022372,0.045774,0.047826,0.02655,0.089676,0.1157,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.1087,0.13496,0.16414,0.16522,0.16522,0.16522,0.16522,0.16522,0.16522,0.16522,0.16522,0.16522,0.26793,0.27826,0.27277,0.26522,0.26522,0.25217,0.23824,0.23478,0.23478,0.23478,0.26193,0.28696,0.28696,0.3087,0.3087,0.3087,0.3087,0.3087,0.3087,0.3087,0.3087,0.3087,0.3087,0.3087,0.3087,0.3087,0.3087,0.3087,0.3087
0.037551,0.076572,0.08913,0.15938,0.17609,0.15435,0.15435,0.15427,0.13696,0.13696,0.15413,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.036339,-0.006522,-0.061467,-0.080435,-0.097826,-0.11026,-0.1527,-0.15435,-0.18296,-0.15435,-0.17784,-0.19783,-0.21957,-0.21957,-0.26882,-0.27174,-0.28603,-0.28913,-0.2962,-0.29783,-0.30849,-0.31087,-0.32391,-0.36277,-0.36554,-0.29847,-0.29348,-0.27659,-0.23024,-0.21167,-0.14892,-0.12302,-0.11522,-0.11522,-0.15097,-0.16404,-0.23468
-0.23912,-0.24915,-0.24565,-0.27043,-0.10262,0.024829,0.10298,0.18339,0.13834,0.11866,0.18427,0.28043,0.28231,0.2877,0.25854,0.2775,0.28438,0.30235,0.35345,0.33366,0.34817,0.36218,0.35154,0.34454,0.3625,0.31707,0.15083,0.071433,0.27174,0.24636,0.29931,0.3147,0.31956,0.31956,0.31956,0.33696,0.33696,0.33696,0.31854,0.15628,0.13261,0.13261,0.083189,0.10652,0.088074,0.064179,0.032828,0.085133,0.13608,0.24958,0.2413,0.21987,0.22014,0.17587,0.21127,0.19393,0.21621,0.18006,0.21019,0.21087
0.66739,0.66614,0.6587,0.6587,0.6587,0.65988,0.67174,0.67174,0.66739,0.66739,0.66739,0.66739,0.66739,0.66739,0.66581,0.64241,0.6587,0.66428,0.68869,0.68022,0.66739,0.63251,0.64593,0.65052,-0.13728,-0.1413,-0.1413,-0.24125,-0.25853,-0.2587,-0.2587,-0.2587,-0.2587,-0.2587,-0.2587,-0.2587,-0.2371,-0.18255,-0.17575,-0.20652,-0.20652,-0.1773,-0.14565,-0.082172,0.020466,0.12633,-0.15142,-0.36413,-0.36739,-0.35262,-0.27758,-0.27174,-0.26304,-0.18192,-0.14565,-0.093511,-0.014464,0.10386,-0.25264,-0.36914
0.53097,0.48956,0.55643,0.59739,0.53482,0.57041,0.55781,0.55257,0.56568,0.53686,0.58332,0.58066,0.58035,0.54253,0.51522,0.51522,0.50255,0.51957,0.56496,0.54574,0.48363,0.50759,0.46424,0.36361,0.1475,-0.05676,-0.035023,-0.063084,-0.18247,-0.12336,-0.16324,-0.062299,-0.10005,-0.1466,-0.29651,-0.079987,-0.077945,-0.18048,-0.21411,-0.23035,-0.18389,-0.17441,-0.18267,-0.14395,-0.17378,-0.15133,-0.11269,-0.12906,-0.10674,-0.099866,-0.14494,-0.14289,-0.17922,-0.18066,-0.19075,-0.30652,-0.21702,-0.16746,-0.11709,-0.059443
0.67174,0.67174,0.67174,0.67174,0.67174,0.67174,0.67174,0.67174,0.67174,0.67174,0.67174,0.67174,0.67174,0.67174,0.67174,0.67174,0.67174,0.67174,0.67174,0.67174,0.87717,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043,0.88043
0.57391,0.57391,0.59536,0.62523,0.63043,0.63112,0.64298,0.65096,0.65217,0.66891,0.68146,0.72975,0.7462,0.85652,0.90714,0.9475,0.95652,0.93611,0.92174,0.91688,0.86522,0.88846,0.92609,0.90166,0.70258,0.35121,0.20108,0.072505,-0.00048586,-0.027669,-0.075512,-0.12443,-0.17826,-0.16942,-0.17385,-0.15708,-0.14997,-0.17998,-0.19529,-0.20604,-0.24511,-0.30006,-0.34494,-0.39765,-0.41739,-0.43104,-0.47376,-0.50795,-0.53742,-0.52599,-0.48024,-0.39009,-0.42097,-0.50271,-0.50435,-0.44757,-0.41769,-0.45625,-0.50544,-0.5
