sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
0.29565,0.29565,0.29565,0.29565,0.29565,0.29565,0.29565,0.29565,0.29565,0.29565,0.29565,0.29565,0.29565,0.28198,0.15432,0.13044,0.08336,0.073913,0.065217,0.069652,0.073913,0.073913,0.037567,0.021739,0.021739,0.027766,0.065217,-0.03951,-0.11404,-0.12174,-0.12174,-0.12174,-0.1352,-0.15217,-0.15652,-0.15652,-0.15652,-0.15652,-0.15652,-0.15652,-0.15301,-0.064085,-0.032262,0.022226,0.053553,0.14349,0.16087,0.15652,0.16033,0.21615,0.2,0.2,0.23913,0.24001,0.30435,0.27826,0.29565,0.29812,0.34041,0.37882
0.5102,0.49261,0.47705,0.47174,0.47174,0.47174,0.47154,0.4587,0.4587,0.4587,0.44565,0.44048,0.42826,0.42826,0.42826,0.42826,0.42826,0.42826,0.42826,0.42826,0.42826,0.42826,0.42826,0.42826,0.42826,0.42826,0.4274,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522,0.41522
0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.39565,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.39363,0.39565,0.39565,0.42174,0.42174,0.42174,0.42174,0.41964,0.41739,0.41739,0.41739,0.41739,0.41739,0.41739,0.41739,0.42916,0.43913
0.091304,0.091304,0.091304,0.091304,0.091304,0.091304,0.091304,0.091304,0.091304,0.091304,0.091304,0.091304,0.091304,0.091304,0.091304,0.091304,0.091304,0.091304,0.091304,0.091304,0.091304,0.091304,0.084786,0.070673,0.069565,0.069565,0.060271,0.043478,0.043478,0.043478,0.043478,0.036136,0.034783,0.034783,0.031903,0.0276,0.018936,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.017391,0.014775,0.0018077,0,0,0,0,0,0,0,0,0,0,-0.002142,-0.013043,-0.013043
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.3913,0.38875,0.31435,0.29422,0.31304,0.34809,0.37391,0.42006,0.48261,0.48261,0.48261,0.48261,0.48261,0.48261,0.48261,0.48261,0.48261,0.48261,0.48261,0.48261
-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.028261,-0.039731,-0.070803,-0.081985,-0.095494,-0.098911,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217,-0.10217
0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413
0.052174,0.052174,0.052174,0.052174,0.052174,0.052174,0.053302,0.073913,0.073913,0.073913,0.073913,0.073913,0.073913,0.073913,0.074107,0.12438,0.12609,0.12609,0.12609,0.12609,0.12609,0.12609,0.12609,0.12609,0.12609,0.12609,0.12609,0.12609,0.10116,0.095652,0.095652,0.074687,0.073913,0.073913,0.073913,0.023332,0.021739,0.021739,0.021739,-0.0068941,-0.008696,-0.008696,-0.008696,-0.021154,-0.021739,-0.021739,-0.021739,-0.021739,-0.021739,0.014407,0.03913,0.03913,0.051423,0.052174,0.063265,0.065217,0.065217,0.065217,0.076263,0.082609
0.19565,0.19565,0.19565,0.19565,0.19565,0.19565,0.19565,0.19565,0.19565,0.19565,0.19565,0.19565,0.19565,0.19565,0.17082,0.13286,0.095062,0.086957,0.086957,0.086957,0.086957,0.086957,0.086957,0.087249,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304
