sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
-0.33696,-0.33696,-0.3413,-0.3413,-0.3413,-0.35521,-0.36739,-0.37174,-0.37609,-0.38478,-0.38478,-0.38478,-0.38478,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.38913,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39783,-0.39348,-0.40198,-0.40217,-0.40217,-0.40217,-0.40217,-0.39348,-0.39765,-0.39783,-0.40188,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217,-0.40217
0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.16739,0.14121,0.085066,0.0013417,-0.18913,-0.18913
-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826,-0.72826
-0.62163,-0.61304,-0.6087,-0.6087,-0.6087,-0.6087,-0.6087,-0.6087,-0.60868,-0.60435,-0.60435,-0.62181,-0.63478,-0.63913,-0.63913,-0.63913,-0.63913,-0.63913,-0.63043,-0.63043,-0.63043,-0.63043,-0.63043,-0.63043,-0.63043,-0.63043,-0.63043,-0.63043,-0.63043,-0.63043,-0.63043,-0.63043,-0.63043,-0.63043,-0.63043,-0.63043,-0.63043,-0.63043,-0.63043,-0.64348,-0.64783,-0.63506,-0.62624,-0.62609,-0.62609,-0.62609,-0.62609,-0.6345,-0.63913,-0.63913,-0.63913,-0.63913,-0.63913,-0.65176,-0.65217,-0.63965,-0.63478,-0.63478,-0.63043,-0.63043
-0.20759,-0.26975,-0.33291,-0.3413,-0.34658,-0.35682,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174,-0.37174
0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944,0.14944
-0.8413,-0.8413,-0.8413,-0.8413,-0.8413,-0.8413,-0.8413,-0.8413,-0.8413,-0.8413,-0.8413,-0.8413,-0.8413,-0.8413,-0.8413,-0.8413,-0.8413,-0.8413,-0.8413,-0.84529,-0.867,-0.93143,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261,-0.93261
0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826,0.67826
0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609,0.72609
-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609,-0.57609
