sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636,0.62636
0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913,0.53913
0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217,0.45217
0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.36739,0.37034,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044,0.38044
0.76806,0.80158,0.81551,0.80111,0.79348,0.80161,0.81997,0.83042,0.83437,0.83936,0.84398,0.83696,0.84425,0.82265,0.81522,0.82425,0.82826,0.84565,0.85488,0.84176,0.81578,0.80138,0.79348,0.79348,0.80397,0.81867,0.83414,0.84907,0.82471,0.83191,0.85468,0.8587,0.84565,0.85488,0.8587,0.8587,0.8587,0.84569,0.84658,0.8587,0.8587,0.82434,0.80031,0.78146,0.72434,0.77741,0.81259,0.79901,0.75328,0.73211,0.7052,0.70021,0.73692,0.77618,0.80652,0.81688,0.82348,0.81087,0.80755,0.81269
0.46957,0.44551,0.62078,0.52169,0.4913,0.49135,0.50435,0.50435,0.46087,0.46087,0.41358,0.56522,0.54348,0.54348,0.50896,0.52095,0.53833,0.53913,0.51739,0.50113,0.42012,0.38754,0.34571,0.22174,0.3871,0.3913,0.3913,0.3913,0.38927,0.40435,0.40435,0.46087,0.46087,0.47391,0.5066,0.52092,0.52174,0.52174,0.53478,0.53478,0.53478,0.51304,0.51304,0.51304,0.49421,0.47773,0.48632,0.4913,0.4913,0.50146,0.47783,0.43342,0.43044,0.44348,0.40269,0.45007,0.46811,0.46522,0.507,0.52174
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957,0.46957
0.6087,0.6087,0.6087,0.6087,0.6087,0.6087,0.6087,0.6087,0.6087,0.6087,0.6087,0.59336,0.55327,0.5494,0.55217,0.55217,0.55217,0.55652,0.56956,0.571,0.57391,0.57391,0.57391,0.57391,0.57391,0.57391,0.57391,0.57391,0.57391,0.57826,0.57826,0.57826,0.57826,0.57826,0.57826,0.57826,0.57826,0.57826,0.57826,0.57826,0.57826,0.57826,0.57826,0.57826,0.57826,0.57826,0.57826,0.57826,0.57826,0.57826,0.60988,0.69379,0.61304,0.62609,0.62609,0.62609,0.62609,0.62609,0.62609,0.62609
0.3913,0.40159,0.41032,0.42174,0.43219,0.43478,0.42746,0.4,0.4,0.4,0.40609,0.4062,0.38065,0.34348,0.33998,0.3232,0.28764,0.33652,0.34947,0.32117,0.28367,0.25468,0.25029,0.24348,0.28119,0.3083,0.3235,0.328,0.33629,0.34631,0.36341,0.37826,0.38261,0.38261,0.36188,0.33329,0.33043,0.33356,0.34947,0.35935,0.37323,0.38696,0.38872,0.39307,0.39744,0.4,0.39378,0.38261,0.37625,0.36343,0.36087,0.36087,0.3778,0.38878,0.39313,0.4,0.4,0.40158,0.4087,0.41864
