sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
-0.19961,-0.19961,-0.19961,-0.19961,-0.0055817,0.026583,0.026583,0.072777,0.099682,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.098416,0.091832,0.091832,0.091832,0.091832,0.091832,0.091832,0.091832,0.094797,0.11793,0.11793,0.11793,0.11793,0.11793,0.11793,0.11793,0.10975,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.10488,0.13373,0.16578,0.12586,0.058803,0.081776
0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.056522,0.042171,0.034783,0.023542,0.019283,0.017391,0.010361,-0.0023481,-0.010953,-0.017391,-0.017391,-0.017391,-0.017391,-0.017391,-0.017391,-0.017391,-0.017391,-0.027741,-0.034783
-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.48261,-0.49444,-0.46522,-0.46897
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522,-0.46522
-0.32391,-0.32391,-0.32391,-0.32391,-0.32391,-0.32391,-0.32391,-0.32391,-0.32391,-0.32391,-0.32391,-0.32391,-0.32391,-0.32391,-0.32391,-0.32391,-0.32391,-0.33373,-0.34797,-0.35,-0.35,-0.35,-0.35,-0.35,-0.36879,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044,-0.38044
-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261
-0.69565,-0.68261,-0.68261,-0.68261,-0.68261,-0.68261,-0.66974,-0.66522,-0.66522,-0.66522,-0.66522,-0.66522,-0.66522,-0.66522,-0.66522,-0.66522,-0.66522,-0.66522,-0.66522,-0.66522,-0.66522,-0.66522,-0.66522,-0.66522,-0.66522,-0.66522,-0.66522,-0.66522,-0.64101,-0.63913,-0.63913,-0.63913,-0.63913,-0.6368,-0.63478,-0.63704,-0.64783,-0.64783,-0.64783,-0.64783,-0.65403,-0.68897,-0.6913,-0.7,-0.71822,-0.7398,-0.76087,-0.76087,-0.76087,-0.76087,-0.76087,-0.76087,-0.76087,-0.77512,-0.80435,-0.80584,-0.81451,-0.81739,-0.81739,-0.81739
0.40435,0.40435,0.40435,0.40435,0.40435,0.40435,0.3337,0.2435,0.21539,0.20959,0.20435,0.2147,0.22174,0.22174,0.22174,0.23715,0.28429,0.33037,0.35638,0.36522,0.36522,0.36522,0.36522,0.35615,0.24984,0.17269,0.16522,0.16522,0.16522,0.16522,0.14912,0.12281,0.071054,0.14435,0.16841,0.19479,0.19954,0.20819,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.21304,0.21304,0.17347,0.087809,0.041549,0.024945,0.15603,0.21331,0.24225,0.26337,0.27826,0.28261,0.28261,0.28261,0.28261,0.28488
0.29414,0.30217,0.3041,0.28439,0.28525,0.27802,0.2587,0.25219,0.25352,0.26304,0.26304,0.25544,0.25,0.24336,0.24565,0.25,0.25,0.25508,0.27609,0.27303,0.27778,0.28004,0.26958,0.26128,0.25435,0.24499,0.24293,0.25,0.25,0.25,0.2587,0.25551,0.25435,0.25435,0.2574,0.2744,0.30138,0.27722,0.26304,0.25817,0.25,0.24565,0.24622,0.26968,0.27356,0.26706,0.25986,0.25435,0.25,0.25305,0.25624,0.25909,0.26304,0.28219,0.28557,0.28224,0.27012,0.26304,0.25973,0.24565
