sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms
-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.38261,-0.36667,-0.35266,-0.35217,-0.34448,-0.31788,-0.31739,-0.3098,-0.3,-0.3
-0.30521,-0.19224,-0.22688,-0.25028,0.016922,-0.24537,-0.14711,-0.12718,0.038688,-0.063463,-0.039826,-0.24741,-0.21744,-0.057327,-0.20338,-0.21104,-0.053229,-0.07356,-0.18848,0.002384,-0.041304,-0.1431,-0.26935,-0.15871,0.018973,0.049508,0.033221,0.16624,0.21663,0.27853,0.1658,0.031223,0.11665,0.1074,-0.02025,0.26777,0.40386,0.025801,0.068432,0.16569,0.34988,0.33078,0.23696,0.12511,0.15081,-0.04199,-0.036384,0.19642,0.065265,0.14349,0.42664,0.21994,0.18037,0.29882,0.32491,0.13147,0.28889,0.41995,0.42826,0.305
0.60699,0.60375,0.57428,0.53334,0.50946,0.56627,0.57764,0.59588,0.59332,0.57609,0.57804,0.52217,0.53579,0.58223,0.57011,0.58934,0.58478,0.58459,0.57682,0.60363,0.61782,0.62497,0.58122,0.59992,0.60652,0.6178,0.60932,0.61576,0.63713,0.63277,0.62955,0.6294,0.63372,0.63431,0.59559,0.59348,0.59348,0.59603,0.5962,0.58913,0.58913,0.60217,0.60456,0.59388,0.55702,0.58098,0.57322,0.56884,0.55535,0.59748,0.59003,0.57429,0.58269,0.58686,0.62367,0.62108,0.62391,0.62826,0.6072,0.63413
0.44804,0.44613,0.43935,0.43501,0.43501,0.43501,0.44524,0.45239,0.45239,0.45239,0.45239,0.45239,0.45239,0.44804,0.44804,0.44804,0.4437,0.44328,0.43889,0.43501,0.43501,0.43501,0.43501,0.43501,0.43473,0.4261,0.42197,0.41762,0.41762,0.41762,0.40464,0.40458,0.40458,0.3703,0.36981,0.38196,0.38694,0.3872,0.3872,0.39154,0.39589,0.39589,0.41945,0.42631,0.42631,0.42631,0.42631,0.42631,0.42631,0.42631,0.42631,0.40738,0.37851,0.3748,0.37416,0.40146,0.40893,0.40893,0.42631,0.42631
0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652,0.50652
0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2616,0.33749,0.35,0.35,0.38273,0.4536,0.49194,0.5413,0.5413,0.5413,0.5413,0.5413,0.5413,0.5413,0.5413,0.5413,0.59343,0.65451,0.66739,0.66739,0.67732,0.68913,0.68913,0.68913,0.7346,0.73696,0.73696,0.73696,0.73696,0.73696,0.73696,0.73696,0.73696,0.73696,0.73696,0.7413,0.7413,0.7413,0.7413,0.7413,0.7413
-0.002174,0.002174,0.0042832,0.036957,0.04281,0.097826,0.11111,0.11551,0.13282,0.14565,0.14565,0.14565,0.14573,0.1587,0.16312,0.22826,0.20644,0.18044,0.21957,0.23696,0.237,0.25,0.25,0.26733,0.27592,0.27609,0.28478,0.29302,0.3058,0.31087,0.31087,0.36244,0.36304,0.36304,0.36304,0.36304,0.35889,0.36304,0.37589,0.39348,0.40196,0.42748,0.43261,0.4573,0.4587,0.4587,0.4587,0.46739,0.48478,0.48478,0.48478,0.47654,0.47609,0.48381,0.48478,0.48478,0.48478,0.48478,0.48478,0.48478
0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522,0.31522
0.52826,0.52826,0.52826,0.52826,0.52742,0.5126,0.48413,0.47174,0.47174,0.47174,0.47174,0.47174,0.47174,0.47174,0.47174,0.47116,0.4584,0.45,0.4455,0.4413,0.4413,0.43677,0.43261,0.43261,0.41508,0.41087,0.41087,0.41087,0.41087,0.41087,0.41087,0.41087,0.41087,0.40295,0.37697,0.35575,0.33816,0.32856,0.31559,0.31087,0.29395,0.29348,0.29348,0.29348,0.28478,0.28478,0.28043,0.28043,0.28043,0.27025,0.2587,0.26205,0.26639,0.26739,0.26739,0.26739,0.26739,0.26739,0.2587,0.24332
0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826,0.22826
